pi,trace(a),trace(g)
"tensor(3137.4973, device='cuda:0')","tensor(556702.6875, device='cuda:0')","tensor(0.0188, device='cuda:0')"
"tensor(11808.5898, device='cuda:0')","tensor(1368451., device='cuda:0')","tensor(0.0033, device='cuda:0')"
"tensor(2163.1768, device='cuda:0')","tensor(257780.1719, device='cuda:0')","tensor(0.0183, device='cuda:0')"
"tensor(11680.5654, device='cuda:0')","tensor(693993.1250, device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(997.3867, device='cuda:0')","tensor(52746.0781, device='cuda:0')","tensor(0.0176, device='cuda:0')"
"tensor(10990.1152, device='cuda:0')","tensor(672631.3750, device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(1130.1616, device='cuda:0')","tensor(65621.2344, device='cuda:0')","tensor(0.0170, device='cuda:0')"
"tensor(11234.3232, device='cuda:0')","tensor(658397.6875, device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(1255.2804, device='cuda:0')","tensor(78865.7656, device='cuda:0')","tensor(0.0166, device='cuda:0')"
"tensor(10499.3984, device='cuda:0')","tensor(645669.1250, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(825.8854, device='cuda:0')","tensor(33898.7188, device='cuda:0')","tensor(0.0165, device='cuda:0')"
"tensor(11863.4717, device='cuda:0')","tensor(616067.7500, device='cuda:0')","tensor(0.0073, device='cuda:0')"
"tensor(1668.0729, device='cuda:0')","tensor(246469.6719, device='cuda:0')","tensor(0.0295, device='cuda:0')"
"tensor(19261.7637, device='cuda:0')","tensor(2222877.5000, device='cuda:0')","tensor(0.0295, device='cuda:0')"
"tensor(31.0979, device='cuda:0')","tensor(5284.4883, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(52056.6602, device='cuda:0')","tensor(19570404., device='cuda:0')","tensor(0.0231, device='cuda:0')"
"tensor(59565.5430, device='cuda:0')","tensor(27855822., device='cuda:0')","tensor(0.0026, device='cuda:0')"
"tensor(12334.7090, device='cuda:0')","tensor(10390230., device='cuda:0')","tensor(0.0226, device='cuda:0')"
"tensor(39455.1953, device='cuda:0')","tensor(12107501., device='cuda:0')","tensor(0.0026, device='cuda:0')"
"tensor(6853.2510, device='cuda:0')","tensor(3143065.2500, device='cuda:0')","tensor(0.0222, device='cuda:0')"
"tensor(32374.8320, device='cuda:0')","tensor(7819511., device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(7474.1406, device='cuda:0')","tensor(3649257.7500, device='cuda:0')","tensor(0.0217, device='cuda:0')"
"tensor(18515.9766, device='cuda:0')","tensor(3073317.7500, device='cuda:0')","tensor(0.0030, device='cuda:0')"
"tensor(4322.7158, device='cuda:0')","tensor(1176052.3750, device='cuda:0')","tensor(0.0209, device='cuda:0')"
"tensor(14835.3086, device='cuda:0')","tensor(1815501.2500, device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(3064.2981, device='cuda:0')","tensor(555844.5000, device='cuda:0')","tensor(0.0196, device='cuda:0')"
"tensor(11447.9844, device='cuda:0')","tensor(1374314.2500, device='cuda:0')","tensor(0.0035, device='cuda:0')"
"tensor(2164.2346, device='cuda:0')","tensor(269612.3750, device='cuda:0')","tensor(0.0191, device='cuda:0')"
"tensor(11558.5762, device='cuda:0')","tensor(694018.3750, device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(973.0823, device='cuda:0')","tensor(52076.5859, device='cuda:0')","tensor(0.0182, device='cuda:0')"
"tensor(11073.5967, device='cuda:0')","tensor(671364.6250, device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(1077.5327, device='cuda:0')","tensor(61493.5664, device='cuda:0')","tensor(0.0176, device='cuda:0')"
"tensor(10999.7812, device='cuda:0')","tensor(658602., device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(1229.0526, device='cuda:0')","tensor(77512.3906, device='cuda:0')","tensor(0.0170, device='cuda:0')"
"tensor(10221.1201, device='cuda:0')","tensor(647000., device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(804.2905, device='cuda:0')","tensor(32746.1367, device='cuda:0')","tensor(0.0168, device='cuda:0')"
"tensor(11730.3467, device='cuda:0')","tensor(619079.2500, device='cuda:0')","tensor(0.0075, device='cuda:0')"
"tensor(1680.9131, device='cuda:0')","tensor(250306.5312, device='cuda:0')","tensor(0.0295, device='cuda:0')"
"tensor(19207.9375, device='cuda:0')","tensor(2210716.7500, device='cuda:0')","tensor(0.0295, device='cuda:0')"
"tensor(33.7724, device='cuda:0')","tensor(6232.5215, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(43715.5000, device='cuda:0')","tensor(13952643., device='cuda:0')","tensor(0.0234, device='cuda:0')"
"tensor(49829.7734, device='cuda:0')","tensor(19627282., device='cuda:0')","tensor(0.0026, device='cuda:0')"
"tensor(10316.1367, device='cuda:0')","tensor(7335555., device='cuda:0')","tensor(0.0229, device='cuda:0')"
"tensor(32868.1172, device='cuda:0')","tensor(8637886., device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(5676.8115, device='cuda:0')","tensor(2174824.5000, device='cuda:0')","tensor(0.0224, device='cuda:0')"
"tensor(27830.9570, device='cuda:0')","tensor(5615038., device='cuda:0')","tensor(0.0024, device='cuda:0')"
"tensor(6278.6694, device='cuda:0')","tensor(2600501.5000, device='cuda:0')","tensor(0.0219, device='cuda:0')"
"tensor(15976.1602, device='cuda:0')","tensor(2332561., device='cuda:0')","tensor(0.0030, device='cuda:0')"
"tensor(3797.4438, device='cuda:0')","tensor(920242.6250, device='cuda:0')","tensor(0.0212, device='cuda:0')"
"tensor(12140.9834, device='cuda:0')","tensor(1343318.3750, device='cuda:0')","tensor(0.0030, device='cuda:0')"
"tensor(2596.5188, device='cuda:0')","tensor(406494.9375, device='cuda:0')","tensor(0.0200, device='cuda:0')"
"tensor(9921.7539, device='cuda:0')","tensor(1041410., device='cuda:0')","tensor(0.0035, device='cuda:0')"
"tensor(1862.1644, device='cuda:0')","tensor(201907.2812, device='cuda:0')","tensor(0.0193, device='cuda:0')"
"tensor(10077.6562, device='cuda:0')","tensor(524217.6875, device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(866.6686, device='cuda:0')","tensor(41830.2266, device='cuda:0')","tensor(0.0185, device='cuda:0')"
"tensor(9484.8682, device='cuda:0')","tensor(509883.6250, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(964.8447, device='cuda:0')","tensor(50056.9727, device='cuda:0')","tensor(0.0178, device='cuda:0')"
"tensor(9710.0225, device='cuda:0')","tensor(494429.6250, device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(1002.3019, device='cuda:0')","tensor(52371.2266, device='cuda:0')","tensor(0.0173, device='cuda:0')"
"tensor(8815.4414, device='cuda:0')","tensor(482177.0625, device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(713.3814, device='cuda:0')","tensor(26185.6914, device='cuda:0')","tensor(0.0171, device='cuda:0')"
"tensor(10213.6523, device='cuda:0')","tensor(459628.1250, device='cuda:0')","tensor(0.0073, device='cuda:0')"
"tensor(1466.9623, device='cuda:0')","tensor(190677.2188, device='cuda:0')","tensor(0.0295, device='cuda:0')"
"tensor(16421.4902, device='cuda:0')","tensor(1616128.6250, device='cuda:0')","tensor(0.0295, device='cuda:0')"
"tensor(28.0723, device='cuda:0')","tensor(4306.2041, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(49015.7930, device='cuda:0')","tensor(18336110., device='cuda:0')","tensor(0.0244, device='cuda:0')"
"tensor(55787.4219, device='cuda:0')","tensor(26040740., device='cuda:0')","tensor(0.0028, device='cuda:0')"
"tensor(11604.5449, device='cuda:0')","tensor(9707524., device='cuda:0')","tensor(0.0239, device='cuda:0')"
"tensor(36743.7539, device='cuda:0')","tensor(11314592., device='cuda:0')","tensor(0.0028, device='cuda:0')"
"tensor(6427.5513, device='cuda:0')","tensor(2920744.5000, device='cuda:0')","tensor(0.0234, device='cuda:0')"
"tensor(30126.0684, device='cuda:0')","tensor(7301425.5000, device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(7077.1519, device='cuda:0')","tensor(3439128.2500, device='cuda:0')","tensor(0.0228, device='cuda:0')"
"tensor(17222.7461, device='cuda:0')","tensor(2841759., device='cuda:0')","tensor(0.0032, device='cuda:0')"
"tensor(4049.1748, device='cuda:0')","tensor(1088950.7500, device='cuda:0')","tensor(0.0220, device='cuda:0')"
"tensor(12818.7549, device='cuda:0')","tensor(1640569.8750, device='cuda:0')","tensor(0.0033, device='cuda:0')"
"tensor(2857.3240, device='cuda:0')","tensor(503240.1875, device='cuda:0')","tensor(0.0204, device='cuda:0')"
"tensor(10585.2451, device='cuda:0')","tensor(1247159.5000, device='cuda:0')","tensor(0.0037, device='cuda:0')"
"tensor(2008.7765, device='cuda:0')","tensor(242123.3906, device='cuda:0')","tensor(0.0199, device='cuda:0')"
"tensor(10621.5078, device='cuda:0')","tensor(630632.5000, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(912.1553, device='cuda:0')","tensor(47687.9102, device='cuda:0')","tensor(0.0190, device='cuda:0')"
"tensor(10024.3281, device='cuda:0')","tensor(607983.6250, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(983.3993, device='cuda:0')","tensor(53689.8359, device='cuda:0')","tensor(0.0184, device='cuda:0')"
"tensor(10073.6875, device='cuda:0')","tensor(597116.6875, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(1121.6876, device='cuda:0')","tensor(67578.1094, device='cuda:0')","tensor(0.0178, device='cuda:0')"
"tensor(9476.2344, device='cuda:0')","tensor(589145.7500, device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(737.5927, device='cuda:0')","tensor(29071.4844, device='cuda:0')","tensor(0.0177, device='cuda:0')"
"tensor(10623.2080, device='cuda:0')","tensor(563619.2500, device='cuda:0')","tensor(0.0083, device='cuda:0')"
"tensor(1597.4453, device='cuda:0')","tensor(226208.5781, device='cuda:0')","tensor(0.0295, device='cuda:0')"
"tensor(18426.6719, device='cuda:0')","tensor(2035826.7500, device='cuda:0')","tensor(0.0295, device='cuda:0')"
"tensor(33.1314, device='cuda:0')","tensor(5998.1880, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(48239.4766, device='cuda:0')","tensor(17263826., device='cuda:0')","tensor(0.0237, device='cuda:0')"
"tensor(55184.1367, device='cuda:0')","tensor(24727026., device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(11481.8486, device='cuda:0')","tensor(9242116., device='cuda:0')","tensor(0.0232, device='cuda:0')"
"tensor(36360.5781, device='cuda:0')","tensor(10714407., device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(6389.6470, device='cuda:0')","tensor(2801256., device='cuda:0')","tensor(0.0228, device='cuda:0')"
"tensor(30135.0840, device='cuda:0')","tensor(6921941., device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(6973.5684, device='cuda:0')","tensor(3246325.2500, device='cuda:0')","tensor(0.0221, device='cuda:0')"
"tensor(16979.8613, device='cuda:0')","tensor(2718524.5000, device='cuda:0')","tensor(0.0031, device='cuda:0')"
"tensor(4009.1956, device='cuda:0')","tensor(1036741.3750, device='cuda:0')","tensor(0.0214, device='cuda:0')"
"tensor(13333.4385, device='cuda:0')","tensor(1594810.2500, device='cuda:0')","tensor(0.0030, device='cuda:0')"
"tensor(2830.2498, device='cuda:0')","tensor(487084.6250, device='cuda:0')","tensor(0.0202, device='cuda:0')"
"tensor(10533.4199, device='cuda:0')","tensor(1202569.8750, device='cuda:0')","tensor(0.0036, device='cuda:0')"
"tensor(1982.9738, device='cuda:0')","tensor(229403.7656, device='cuda:0')","tensor(0.0193, device='cuda:0')"
"tensor(10542.3301, device='cuda:0')","tensor(608878.8750, device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(901.5853, device='cuda:0')","tensor(45151.0781, device='cuda:0')","tensor(0.0184, device='cuda:0')"
"tensor(10206.5811, device='cuda:0')","tensor(589207.5625, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(997.6558, device='cuda:0')","tensor(53259.2969, device='cuda:0')","tensor(0.0177, device='cuda:0')"
"tensor(10304.9355, device='cuda:0')","tensor(578556., device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(1138.8547, device='cuda:0')","tensor(67452.9922, device='cuda:0')","tensor(0.0172, device='cuda:0')"
"tensor(9402.4414, device='cuda:0')","tensor(569832., device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(743.0835, device='cuda:0')","tensor(28435.8242, device='cuda:0')","tensor(0.0171, device='cuda:0')"
"tensor(11038.5322, device='cuda:0')","tensor(544845.8750, device='cuda:0')","tensor(0.0074, device='cuda:0')"
"tensor(1567.9608, device='cuda:0')","tensor(218002.9688, device='cuda:0')","tensor(0.0295, device='cuda:0')"
"tensor(18099.6621, device='cuda:0')","tensor(1964820.8750, device='cuda:0')","tensor(0.0295, device='cuda:0')"
"tensor(34.4910, device='cuda:0')","tensor(6500.5854, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(50890.5156, device='cuda:0')","tensor(18951412., device='cuda:0')","tensor(0.0234, device='cuda:0')"
"tensor(58612.5781, device='cuda:0')","tensor(27104064., device='cuda:0')","tensor(0.0026, device='cuda:0')"
"tensor(12086.1357, device='cuda:0')","tensor(10137274., device='cuda:0')","tensor(0.0230, device='cuda:0')"
"tensor(38559.5000, device='cuda:0')","tensor(11767779., device='cuda:0')","tensor(0.0026, device='cuda:0')"
"tensor(6737.3311, device='cuda:0')","tensor(3087772., device='cuda:0')","tensor(0.0226, device='cuda:0')"
"tensor(31506.4023, device='cuda:0')","tensor(7619243., device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(7320.3149, device='cuda:0')","tensor(3549673., device='cuda:0')","tensor(0.0220, device='cuda:0')"
"tensor(18021.3223, device='cuda:0')","tensor(3001192.5000, device='cuda:0')","tensor(0.0031, device='cuda:0')"
"tensor(4216.0449, device='cuda:0')","tensor(1141100.6250, device='cuda:0')","tensor(0.0213, device='cuda:0')"
"tensor(13792.7881, device='cuda:0')","tensor(1779609.6250, device='cuda:0')","tensor(0.0031, device='cuda:0')"
"tensor(3024.4199, device='cuda:0')","tensor(547830.9375, device='cuda:0')","tensor(0.0199, device='cuda:0')"
"tensor(11136.1396, device='cuda:0')","tensor(1343922.7500, device='cuda:0')","tensor(0.0036, device='cuda:0')"
"tensor(2113.3967, device='cuda:0')","tensor(259854.9062, device='cuda:0')","tensor(0.0193, device='cuda:0')"
"tensor(10926.0938, device='cuda:0')","tensor(684307.8750, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(969.1580, device='cuda:0')","tensor(52240.5586, device='cuda:0')","tensor(0.0184, device='cuda:0')"
"tensor(10566.8350, device='cuda:0')","tensor(661525.7500, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(1076.4995, device='cuda:0')","tensor(62353.5078, device='cuda:0')","tensor(0.0178, device='cuda:0')"
"tensor(10524.3828, device='cuda:0')","tensor(649068.2500, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1219.7124, device='cuda:0')","tensor(77635.1094, device='cuda:0')","tensor(0.0173, device='cuda:0')"
"tensor(9941.7500, device='cuda:0')","tensor(639905.6875, device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(799.2026, device='cuda:0')","tensor(33196.7383, device='cuda:0')","tensor(0.0172, device='cuda:0')"
"tensor(11270.9482, device='cuda:0')","tensor(611578.5625, device='cuda:0')","tensor(0.0080, device='cuda:0')"
"tensor(1668.5786, device='cuda:0')","tensor(246954.2812, device='cuda:0')","tensor(0.0295, device='cuda:0')"
"tensor(18996.6758, device='cuda:0')","tensor(2165052.5000, device='cuda:0')","tensor(0.0295, device='cuda:0')"
"tensor(35.4074, device='cuda:0')","tensor(6850.6035, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(46545.3906, device='cuda:0')","tensor(16537198., device='cuda:0')","tensor(0.0244, device='cuda:0')"
"tensor(53259.8828, device='cuda:0')","tensor(23406052., device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(11008.2617, device='cuda:0')","tensor(8720630., device='cuda:0')","tensor(0.0239, device='cuda:0')"
"tensor(34430.6211, device='cuda:0')","tensor(10209592., device='cuda:0')","tensor(0.0029, device='cuda:0')"
"tensor(6129.8135, device='cuda:0')","tensor(2645387., device='cuda:0')","tensor(0.0233, device='cuda:0')"
"tensor(28649.6953, device='cuda:0')","tensor(6614884.5000, device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(6699.5186, device='cuda:0')","tensor(3083249., device='cuda:0')","tensor(0.0228, device='cuda:0')"
"tensor(16337.1240, device='cuda:0')","tensor(2588636.5000, device='cuda:0')","tensor(0.0032, device='cuda:0')"
"tensor(3875.0649, device='cuda:0')","tensor(991839.8750, device='cuda:0')","tensor(0.0219, device='cuda:0')"
"tensor(12855.4043, device='cuda:0')","tensor(1536741.2500, device='cuda:0')","tensor(0.0031, device='cuda:0')"
"tensor(2781.0859, device='cuda:0')","tensor(475812.3125, device='cuda:0')","tensor(0.0204, device='cuda:0')"
"tensor(10141.2627, device='cuda:0')","tensor(1165013.5000, device='cuda:0')","tensor(0.0038, device='cuda:0')"
"tensor(1948.2861, device='cuda:0')","tensor(224432.9844, device='cuda:0')","tensor(0.0196, device='cuda:0')"
"tensor(10322.8643, device='cuda:0')","tensor(589123.7500, device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(883.1487, device='cuda:0')","tensor(43840.2109, device='cuda:0')","tensor(0.0186, device='cuda:0')"
"tensor(9897.0469, device='cuda:0')","tensor(569097.8750, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(963.1714, device='cuda:0')","tensor(50279.2109, device='cuda:0')","tensor(0.0180, device='cuda:0')"
"tensor(9994.7881, device='cuda:0')","tensor(560763.1250, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1112.4658, device='cuda:0')","tensor(65400.4062, device='cuda:0')","tensor(0.0175, device='cuda:0')"
"tensor(9081.0020, device='cuda:0')","tensor(554370.4375, device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(718.9023, device='cuda:0')","tensor(26942.0078, device='cuda:0')","tensor(0.0173, device='cuda:0')"
"tensor(10770.4805, device='cuda:0')","tensor(530866.2500, device='cuda:0')","tensor(0.0076, device='cuda:0')"
"tensor(1552.7607, device='cuda:0')","tensor(213956.3438, device='cuda:0')","tensor(0.0295, device='cuda:0')"
"tensor(17637.2949, device='cuda:0')","tensor(1867110.5000, device='cuda:0')","tensor(0.0295, device='cuda:0')"
"tensor(32.7088, device='cuda:0')","tensor(5846.1289, device='cuda:0')","tensor(4.9026, device='cuda:0')"
